GeoFips,City_Match,Cost_Of_Living_RPP,City_Label,Population,Median_Household_Income,High_Skill_Total,Real_Purchasing_Power,Education_Rate
10180,"Abilene, TX",91.675,"Abilene, TX",175241.0,57356.0,28121.0,62564.49,0.1605
10420,"Akron, OH",93.528,"Akron, OH",702464.0,63331.0,161394.0,67713.41,0.2298
10500,"Albany, GA",89.32,"Albany, GA",149298.0,49500.0,21455.0,55418.72,0.1437
10540,"Albany, OR",101.934,"Albany-Lebanon, OR",127200.0,63313.0,17529.0,62111.76,0.1378
10580,"Albany-Schenectady-Troy, NY",98.995,"Albany-Schenectady-Troy, NY",898265.0,77758.0,246239.0,78547.4,0.2741
10740,"Albuquerque, NM",92.103,"Albuquerque, NM",913388.0,58335.0,213273.0,63336.7,0.2335
10780,"Alexandria, LA",89.319,"Alexandria, LA",152695.0,50005.0,20508.0,55984.73,0.1343
10900,"Allentown-Bethlehem-Easton, PA-NJ",98.108,"Allentown-Bethlehem-Easton, PA-NJ",857997.0,73091.0,187057.0,74500.55,0.218
11020,"Altoona, PA",89.25,"Altoona, PA",123132.0,54368.0,20520.0,60916.53,0.1667
11100,"Amarillo, TX",93.486,"Amarillo, TX",268306.0,58878.0,43287.0,62980.55,0.1613
11180,"Ames, IA",91.489,"Ames, IA",124827.0,63814.0,31532.0,69750.46,0.2526
11260,"Anchorage, AK",106.79,"Anchorage, AK",399352.0,86252.0,87637.0,80767.86,0.2194
11460,"Ann Arbor, MI",99.495,"Ann Arbor, MI",372428.0,79198.0,134255.0,79599.98,0.3605
11500,"Anniston-Oxford, AL",83.732,"Anniston-Oxford, AL",116425.0,50977.0,15674.0,60881.14,0.1346
11540,"Appleton, WI",93.432,"Appleton, WI",241748.0,74044.0,50472.0,79249.08,0.2088
11700,"Asheville, NC",95.798,"Asheville, NC",465558.0,58039.0,129722.0,60584.77,0.2786
12020,"Athens-Clarke County, GA",94.407,"Athens-Clarke County, GA",213886.0,52958.0,54443.0,56095.42,0.2545
12060,"Atlanta-Sandy Springs-Roswell, GA",99.03,"Atlanta-Sandy Springs-Alpharetta, GA",6026734.0,75267.0,1621547.0,76004.24,0.2691
12100,"Atlantic City-Hammonton, NJ",95.986,"Atlantic City-Hammonton, NJ",273865.0,66473.0,56247.0,69252.81,0.2054
12220,"Auburn-Opelika, AL",89.125,"Auburn-Opelika, AL",172223.0,57191.0,40727.0,64169.42,0.2365
12260,"Augusta-Richmond County, GA-SC",91.894,"Augusta-Richmond County, GA-SC",607673.0,58093.0,112360.0,63217.4,0.1849
12420,"Austin-Round Rock-San Marcos, TX",99.973,"Austin-Round Rock-Georgetown, TX",2234300.0,85398.0,715990.0,85421.06,0.3205
12540,"Bakersfield-Delano, CA",100.889,"Bakersfield, CA",905644.0,58824.0,97236.0,58305.66,0.1074
12580,"Baltimore-Columbia-Towson, MD",104.901,"Baltimore-Columbia-Towson, MD",2837237.0,87513.0,821827.0,83424.37,0.2897
12620,"Bangor, ME",96.781,"Bangor, ME",152211.0,55125.0,32587.0,56958.49,0.2141
12700,"Barnstable Town, MA",101.36,"Barnstable Town, MA",227942.0,82619.0,79930.0,81510.46,0.3507
12940,"Baton Rouge, LA",93.155,"Baton Rouge, LA",867628.0,63270.0,168026.0,67919.06,0.1937
12980,"Battle Creek, MI",90.427,"Battle Creek, MI",134207.0,53286.0,19950.0,58927.09,0.1487
13020,"Bay City, MI",91.479,"Bay City, MI",104050.0,52510.0,15275.0,57401.15,0.1468
13140,"Beaumont-Port Arthur, TX",92.986,"Beaumont-Port Arthur, TX",397924.0,57899.0,49311.0,62266.36,0.1239
13220,"Beckley, WV",89.334,"Beckley, WV",115985.0,44466.0,15434.0,49775.0,0.1331
13380,"Bellingham, WA",104.581,"Bellingham, WA",224533.0,70011.0,54708.0,66944.28,0.2437
13460,"Bend, OR",101.975,"Bend, OR",194964.0,74082.0,55259.0,72647.22,0.2834
13740,"Billings, MT",92.297,"Billings, MT",182997.0,65788.0,42047.0,71278.59,0.2298
13780,"Binghamton, NY",94.35,"Binghamton, NY",247158.0,56621.0,47046.0,60011.66,0.1903
13820,"Birmingham, AL",90.424,"Birmingham-Hoover, AL",1109895.0,62873.0,250546.0,69531.32,0.2257
13900,"Bismarck, ND",94.143,"Bismarck, ND",132661.0,75715.0,30980.0,80425.52,0.2335
13980,"Blacksburg-Christiansburg-Radford, VA",92.042,"Blacksburg-Christiansburg, VA",166156.0,57381.0,36297.0,62342.19,0.2185
14010,"Bloomington, IL",92.873,"Bloomington, IL",171455.0,70339.0,47627.0,75736.76,0.2778
14020,"Bloomington, IN",93.952,"Bloomington, IN",161469.0,54060.0,40712.0,57540.02,0.2521
14260,"Boise City, ID",93.752,"Boise City, ID",750669.0,69801.0,169613.0,74452.81,0.2259
14460,"Boston-Cambridge-Newton, MA-NH",109.815,"Boston-Cambridge-Newton, MA-NH",4912030.0,99039.0,1713728.0,90187.13,0.3489
14500,"Boulder, CO",100.872,"Boulder, CO",328713.0,92466.0,137939.0,91666.67,0.4196
14540,"Bowling Green, KY",88.605,"Bowling Green, KY",178398.0,54850.0,30855.0,61903.96,0.173
14580,"Bozeman, MT",95.805,"Bozeman, MT",116725.0,76208.0,39236.0,79544.91,0.3361
14740,"Bremerton-Silverdale-Port Orchard, WA",103.603,"Bremerton-Silverdale-Port Orchard, WA",273072.0,84600.0,67073.0,81657.87,0.2456
14860,"Bridgeport-Stamford-Danbury, CT Metropolitan Statistical Area",106.215,"Bridgeport-Stamford-Norwalk, CT",956446.0,101194.0,322329.0,95272.8,0.337
15180,"Brownsville-Harlingen, TX",87.841,"Brownsville-Harlingen, TX",420554.0,43057.0,47124.0,49016.97,0.1121
15260,"Brunswick-St. Simons, GA",90.092,"Brunswick, GA",113736.0,55778.0,20499.0,61912.27,0.1802
15380,"Buffalo-Cheektowaga, NY",94.874,"Buffalo-Cheektowaga, NY",1162523.0,62282.0,280654.0,65647.07,0.2414
15500,"Burlington, NC",89.406,"Burlington, NC",169185.0,55078.0,29920.0,61604.37,0.1768
15540,"Burlington-South Burlington, VT",102.552,"Burlington-South Burlington, VT",224524.0,79246.0,72012.0,77273.97,0.3207
15940,"Canton-Massillon, OH",89.732,"Canton-Massillon, OH",401578.0,58001.0,64513.0,64638.03,0.1606
15980,"Cape Coral-Fort Myers, FL",99.929,"Cape Coral-Fort Myers, FL",752251.0,63235.0,164805.0,63279.93,0.2191
16020,"Cape Girardeau, MO-IL",88.517,"Cape Girardeau, MO-IL",97332.0,57051.0,18490.0,64452.03,0.19
16180,"Carson City, NV",94.019,"Carson City, NV",57957.0,62217.0,9633.0,66174.92,0.1662
16220,"Casper, WY",91.335,"Casper, WY",79382.0,64100.0,13492.0,70181.2,0.17
16300,"Cedar Rapids, IA",91.986,"Cedar Rapids, IA",274901.0,70210.0,60128.0,76326.83,0.2187
16540,"Chambersburg, PA",94.969,"Chambersburg-Waynesboro, PA",155592.0,66329.0,25047.0,69842.79,0.161
16580,"Champaign-Urbana, IL",93.076,"Champaign-Urbana, IL",223247.0,58102.0,58388.0,62424.26,0.2615
16620,"Charleston, WV",91.322,"Charleston, WV",260824.0,49832.0,43095.0,54567.36,0.1652
16700,"Charleston-North Charleston, SC",99.155,"Charleston-North Charleston, SC",789932.0,70275.0,208643.0,70873.88,0.2641
16740,"Charlotte-Concord-Gastonia, NC-SC",96.601,"Charlotte-Concord-Gastonia, NC-SC",2625282.0,69559.0,661230.0,72006.5,0.2519
16820,"Charlottesville, VA",100.482,"Charlottesville, VA",220282.0,79660.0,76797.0,79277.88,0.3486
16860,"Chattanooga, TN-GA",89.984,"Chattanooga, TN-GA",559860.0,58277.0,113624.0,64763.74,0.203
16940,"Cheyenne, WY",92.846,"Cheyenne, WY",99905.0,71550.0,20475.0,77063.09,0.2049
16980,"Chicago-Naperville-Elgin, IL-IN",105.464,"Chicago-Naperville-Elgin, IL-IN-WI",9607711.0,78790.0,2605475.0,74707.96,0.2712
17020,"Chico, CA",102.479,"Chico, CA",217884.0,59863.0,42309.0,58414.89,0.1942
17140,"Cincinnati, OH-KY-IN",94.216,"Cincinnati, OH-KY-IN",2244329.0,70308.0,533971.0,74624.27,0.2379
17300,"Clarksville, TN-KY",90.379,"Clarksville, TN-KY",316185.0,57963.0,51691.0,64133.26,0.1635
17420,"Cleveland, TN",87.728,"Cleveland, TN",125347.0,54845.0,18733.0,62517.1,0.1494
17660,"Coeur d'Alene, ID",93.678,"Coeur d'Alene, ID",168317.0,64936.0,31062.0,69318.3,0.1845
17780,"College Station-Bryan, TX",94.885,"College Station-Bryan, TX",265621.0,53541.0,57413.0,56427.25,0.2161
17820,"Colorado Springs, CO",96.455,"Colorado Springs, CO",747343.0,75641.0,193465.0,78421.03,0.2589
17860,"Columbia, MO",89.516,"Columbia, MO",209714.0,61901.0,58337.0,69150.77,0.2782
17900,"Columbia, SC",93.235,"Columbia, SC",825823.0,58992.0,184183.0,63272.38,0.223
17980,"Columbus, GA-AL",88.912,"Columbus, GA-AL",325657.0,51694.0,54725.0,58140.63,0.168
18020,"Columbus, IN",91.829,"Columbus, IN",81759.0,71183.0,19626.0,77516.91,0.24
18140,"Columbus, OH",94.858,"Columbus, OH",2122480.0,71020.0,548122.0,74869.81,0.2582
18580,"Corpus Christi, TX",94.309,"Corpus Christi, TX",422194.0,59483.0,58138.0,63072.45,0.1377
18700,"Corvallis, OR",101.934,"Corvallis, OR",94667.0,68732.0,30853.0,67427.94,0.3259
18880,"Crestview-Fort Walton Beach-Destin, FL",96.821,"Crestview-Fort Walton Beach-Destin, FL",282686.0,67623.0,65290.0,69843.32,0.231
19100,"Dallas-Fort Worth-Arlington, TX",103.964,"Dallas-Fort Worth-Arlington, TX",7543340.0,76916.0,1802987.0,73983.3,0.239
19140,"Dalton, GA",90.726,"Dalton, GA",142929.0,52898.0,14446.0,58305.23,0.1011
19300,"Daphne-Fairhope-Foley, AL",92.043,"Daphne-Fairhope-Foley, AL",227131.0,64346.0,52562.0,69908.63,0.2314
19340,"Davenport-Moline-Rock Island, IA-IL",91.357,"Davenport-Moline-Rock Island, IA-IL",384055.0,63282.0,73604.0,69268.91,0.1916
19430,"Dayton-Kettering-Beavercreek, OH",92.32,"Dayton-Kettering, OH",811078.0,61763.0,171884.0,66901.0,0.2119
19460,"Decatur, AL",86.159,"Decatur, AL",155697.0,55232.0,22859.0,64104.74,0.1468
19500,"Decatur, IL",89.504,"Decatur, IL",104331.0,55954.0,16852.0,62515.64,0.1615
19660,"Deltona-Daytona Beach-Ormond Beach, FL",97.775,"Deltona-Daytona Beach-Ormond Beach, FL",662671.0,57791.0,127476.0,59106.11,0.1924
19740,"Denver-Aurora-Centennial, CO",109.067,"Denver-Aurora-Lakewood, CO",2936665.0,88512.0,946142.0,81153.79,0.3222
19780,"Des Moines-West Des Moines, IA",93.414,"Des Moines-West Des Moines, IA",702036.0,75134.0,175786.0,80431.2,0.2504
19820,"Detroit-Warren-Dearborn, MI",96.408,"Detroit-Warren-Dearborn, MI",4382832.0,66878.0,1003328.0,69369.76,0.2289
20020,"Dothan, AL",86.063,"Dothan, AL",150124.0,49336.0,21521.0,57325.45,0.1434
20100,"Dover, DE",95.844,"Dover, DE",180078.0,63715.0,31039.0,66477.82,0.1724
20220,"Dubuque, IA",88.148,"Dubuque, IA",98687.0,68198.0,21189.0,77367.61,0.2147
20260,"Duluth, MN-WI",89.29,"Duluth, MN-WI",291325.0,62184.0,59332.0,69642.74,0.2037
20500,"Durham-Chapel Hill, NC",96.597,"Durham-Chapel Hill, NC",642445.0,68913.0,208675.0,71340.72,0.3248
20580,"Eagle Pass, TX",88.019,"Eagle Pass, TX",57769.0,44502.0,5277.0,50559.54,0.0913
20740,"Eau Claire, WI",91.93,"Eau Claire, WI",171083.0,64112.0,33177.0,69740.02,0.1939
20940,"El Centro, CA",95.588,"El Centro, CA",180051.0,49078.0,16758.0,51343.26,0.0931
21060,"Elizabethtown, KY",87.618,"Elizabethtown-Fort Knox, KY",154637.0,59781.0,21843.0,68229.13,0.1413
21140,"Elkhart-Goshen, IN",87.713,"Elkhart-Goshen, IN",206314.0,61182.0,26169.0,69752.49,0.1268
21300,"Elmira, NY",94.664,"Elmira, NY",84456.0,58175.0,14256.0,61454.2,0.1688
21340,"El Paso, TX",92.811,"El Paso, TX",863807.0,50849.0,131090.0,54787.69,0.1518
